Age,AnnualIncomeUSD,City,CompanySize,CompanyType,CurrentWorkplaceExperience,Domain,Education,EnglishLevel,IsStudyingCurrently,JobTitle,MonthlySalaryUAH,ProgrammingLanguage,ResponseDate,Sex,Specialization,TotalWorkExperience,University,UserAgent
22,13200,Lviv,51-200 employees,Outsourcing,1.5,Android,Higher,Intermediate,False,Junior Software Engineer,30800,Java,20/06/2018 11:36:12,male,,1.5,Lviv Polytechnic,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
30,7800,Kyiv,11-50 employees,Outsourcing,0.25,"Web Development,Corporate Systems",Secondary,Pre-Intermediate,False,Junior Software Engineer,18200,C#/.NET,20/06/2018 11:43:50,male,,0.0,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
25,7200,Kyiv,51-200 employees,Outsourcing,0.5,Web Development,Higher,Upper-Intermediate,False,Junior Software Engineer,16800,JavaScript,20/06/2018 11:55:29,female,,0.5,DNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
23,36000,Kyiv,1001+ employees,Outsourcing,0.0,"Desktop Applications,Corporate Systems",Higher,Upper-Intermediate,False,Software Engineer,84000,Java,20/06/2018 11:56:28,male,,2.0,KhAI,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1"
17,3000,Zhytomyr,11-50 employees,Product,0.5,"System Programming,eCommerce",Secondary,Pre-Intermediate,True,Junior Software Engineer,7000,Python,20/06/2018 11:57:26,male,,1.0,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
30,28800,Kyiv,201-1000 employees,Product,0.5,Web Development,Higher,Upper-Intermediate,False,Software Engineer,67200,JavaScript,20/06/2018 12:11:23,male,,1.5,KhPI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
27,33600,Dnipro,51-200 employees,Outsourcing,1.5,Web Development,Higher,Pre-Intermediate,False,Senior Software Engineer,78400,Ruby/Rails,20/06/2018 12:22:48,male,,6.0,NMU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
27,31200,Odesa,51-200 employees,Outstaffing,0.5,Web Development,Higher,Intermediate,False,Senior Software Engineer,72800,PHP,20/06/2018 12:28:12,male,,5.0,ONU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
24,10800,Kharkiv,201-1000 employees,Outsourcing,1.0,Web Development,Higher,Upper-Intermediate,False,Junior Software Engineer,25200,JavaScript,20/06/2018 12:30:22,female,,1.5,KhNU (Kharkiv),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
25,10800,Kyiv,51-200 employees,Outsourcing,0.0,"Desktop Applications,Gamedev",Higher,Upper-Intermediate,False,Junior Software Engineer,25200,Java,20/06/2018 12:31:42,male,,0.25,NAU,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1"
26,8400,Zaporizhia,11-50 employees,Outsourcing,0.5,Web Development,Higher,Elementary,False,Junior Software Engineer,19600,Python,20/06/2018 12:32:15,male,,2.0,ZNTU,"Mozilla/5.0 (Linux; Android 7.1.2; Redmi 5 Plus Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
32,14400,Other,11-50 employees,Product,2.0,Gamedev,Higher,Upper-Intermediate,False,Software Engineer,33600,C++,20/06/2018 12:34:20,male,,7.0,KPI,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.99"
26,39000,Lviv,51-200 employees,Outsourcing,2.0,"Web Development,eCommerce",Higher,Intermediate,False,Software Engineer,91000,JavaScript,20/06/2018 12:54:57,male,,6.0,VNTU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
29,30720,Kyiv,1-10 employees,Startup,0.5,"Android,iOS",Higher,Upper-Intermediate,False,Senior Software Engineer,71680,C#/.NET,20/06/2018 13:01:25,male,,7.0,NAU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15"
39,27600,Kyiv,1-10 employees,Other,0.5,"Banking and Finance,Corporate Systems",Higher,Intermediate,False,Software Engineer,64400,C#/.NET,20/06/2018 13:11:28,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
22,30000,Kyiv,1-10 employees,Product,0.25,"Web Development,Corporate Systems",Higher,Intermediate,False,Software Engineer,70000,PHP,20/06/2018 13:11:51,male,,3.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
22,38400,Remote,11-50 employees,Outsourcing,0.0,"Web Development,eCommerce",Higher,Intermediate,False,Software Engineer,89600,Java,20/06/2018 13:15:09,male,,3.0,NaUKMA,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.117 Safari/537.36"
29,41280,Kyiv,1001+ employees,Outsourcing,3.0,Web Development,Higher,Upper-Intermediate,False,Senior Software Engineer,96320,JavaScript,20/06/2018 13:22:54,male,,8.0,KNU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
27,33600,Kyiv,51-200 employees,Product,3.0,"eCommerce,Other",Two higher,Intermediate,False,Senior Software Engineer,78400,Java,20/06/2018 14:06:19,male,,5.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
26,18000,Dnipro,11-50 employees,Product,5.0,Embedded,Higher,Intermediate,False,Senior Software Engineer,42000,C,20/06/2018 14:29:57,male,,5.0,NMU,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:59.0) Gecko/20100101 Firefox/59.0
33,31200,Cherkasy,201-1000 employees,Outsourcing,10.0,"Web Development,eCommerce",Higher,Intermediate,False,Senior Software Engineer,72800,Java,20/06/2018 14:36:50,male,,10.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
25,43200,Lviv,51-200 employees,Outsourcing,1.5,Web Development,Higher,Intermediate,False,Senior Software Engineer,100800,JavaScript,20/06/2018 14:56:32,male,,5.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
30,28800,Mykolaiv,201-1000 employees,Product,6.0,"Web Development,eCommerce",Higher,Upper-Intermediate,False,Senior Software Engineer,67200,PHP,20/06/2018 14:58:46,male,,6.0,ChSU,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
31,36000,Odesa,11-50 employees,Startup,1.0,iOS,Higher,Intermediate,False,Senior Software Engineer,84000,Objective-C,20/06/2018 15:10:56,female,,8.0,ONPU,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:60.0) Gecko/20100101 Firefox/60.0
35,54000,Kyiv,51-200 employees,Startup,0.5,"Web Development,Corporate Systems",Higher,Upper-Intermediate,False,Senior Software Engineer,126000,Java,20/06/2018 15:11:24,male,,4.0,ZNTU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
31,30000,Kyiv,51-200 employees,Outsourcing,4.0,Web Development,Secondary,Intermediate,False,Senior Software Engineer,70000,PHP,20/06/2018 15:17:51,male,,9.0,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
36,42000,Kyiv,51-200 employees,Outstaffing,2.0,Web Development,Higher,Upper-Intermediate,False,Senior Software Engineer,98000,PHP,20/06/2018 15:25:21,male,,10.0,KPI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
29,38400,Dnipro,201-1000 employees,Product,0.5,Gamedev,Higher,Intermediate,False,Senior Software Engineer,89600,Java,20/06/2018 15:30:18,male,,7.0,DNU,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36"
19,15600,Kyiv,51-200 employees,Product,1.0,Web Development,Unfinished higher,Intermediate,True,Junior Software Engineer,36400,Python,20/06/2018 15:36:38,male,,1.0,DNU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15"
21,4800,Kharkiv,51-200 employees,Outstaffing,1.0,"Web Development,Corporate Systems",Higher,Intermediate,False,Junior Software Engineer,11200,Java,20/06/2018 15:38:44,female,,1.0,KhNURE,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4A Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.87 Mobile Safari/537.36"
30,38100,Kyiv,201-1000 employees,Product,1.5,Web Development,Unfinished higher,Intermediate,False,Senior Software Engineer,88900,C#/.NET,20/06/2018 15:40:44,male,,6.0,KPI,"Mozilla/5.0 (Linux; Android 6.0; M5s Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36"
24,14400,Kharkiv,11-50 employees,Outstaffing,1.0,Web Development,Higher,Upper-Intermediate,False,Software Engineer,33600,Java,20/06/2018 15:52:56,male,,1.5,KhPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
30,9600,Dnipro,1-10 employees,Product,0.25,"Web Development,eCommerce",Two higher,Pre-Intermediate,False,Senior Software Engineer,22400,PHP,20/06/2018 16:05:35,male,,7.0,Other,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
32,15120,Vinnytsia,11-50 employees,Product,1.5,"Telecom,Multimedia",Higher,Upper-Intermediate,False,Software Engineer,35280,Java,20/06/2018 16:12:56,male,,2.0,VNTU,"Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36"
21,18000,Lviv,1001+ employees,Outsourcing,1.0,Web Development,Unfinished higher,Intermediate,False,Junior Software Engineer,42000,C#/.NET,20/06/2018 16:22:09,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
26,3600,Dnipro,51-200 employees,Other,1.5,,Higher,Elementary,False,Junior Software Engineer,8400,C#/.NET,20/06/2018 16:40:10,male,,1.5,DNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
21,21600,Kyiv,11-50 employees,Outstaffing,1.5,"Web Development,Corporate Systems",Unfinished higher,Advanced,True,Software Engineer,50400,Python,20/06/2018 16:54:01,male,,2.0,NAU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36"
23,12000,Cherkasy,1-10 employees,Product,0.5,"Web Development,Other",Higher,Intermediate,False,Software Engineer,28000,C#/.NET,20/06/2018 17:03:25,male,,1.5,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
28,24000,Remote,1-10 employees,Other,4.0,Corporate Systems,Higher,Intermediate,False,Senior Software Engineer,56000,PHP,20/06/2018 17:04:08,male,,7.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15"
21,3000,Kharkiv,1-10 employees,Other,0.5,Android,Unfinished higher,Upper-Intermediate,True,Junior Software Engineer,7000,Java,20/06/2018 17:25:24,male,,0.5,KhNURE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
30,36000,Kyiv,201-1000 employees,Product,0.0,"Android,iOS",Higher,Intermediate,False,Senior Software Engineer,84000,PHP,20/06/2018 17:27:21,male,,10.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
21,6000,Kyiv,1-10 employees,Product,0.5,Desktop Applications,Unfinished higher,Intermediate,True,Software Engineer,14000,C#/.NET,20/06/2018 17:38:10,male,,0.5,KNUTS,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
22,6672,Kyiv,51-200 employees,Product,0.5,"Web Development,Corporate Systems",Higher,Upper-Intermediate,True,Junior Software Engineer,15568,C#/.NET,20/06/2018 17:43:29,female,,0.5,KNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
27,14400,Kyiv,11-50 employees,Outsourcing,1.0,Web Development,Higher,Intermediate,False,Software Engineer,33600,JavaScript,20/06/2018 17:52:24,male,,2.0,KNU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1 Safari/605.1.15"
35,68400,Kyiv,11-50 employees,Product,0.5,"Web Development,Corporate Systems",Unfinished higher,Upper-Intermediate,False,Senior Software Engineer,159600,Java,20/06/2018 17:58:11,male,,10.0,KhNURE,"Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.87 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/176.0.0.42.87;]"
23,21000,Kharkiv,1001+ employees,Outsourcing,2.0,eCommerce,Higher,Intermediate,False,Software Engineer,49000,Java,20/06/2018 18:00:16,female,,2.0,KhNURE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
33,19200,Kharkiv,1001+ employees,Outstaffing,0.5,Web Development,Higher,Intermediate,False,Software Engineer,44800,JavaScript,20/06/2018 18:06:01,female,,4.0,KhPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
30,65400,Odesa,201-1000 employees,Outsourcing,3.0,"Web Development,Telecom",Two higher,Pre-Intermediate,False,Senior Software Engineer,152600,JavaScript,20/06/2018 18:18:17,male,,10.0,ONU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
32,33600,Kyiv,11-50 employees,Outsourcing,1.5,Corporate Systems,Higher,Upper-Intermediate,False,Senior Software Engineer,78400,C#/.NET,20/06/2018 18:32:52,male,,7.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
27,13200,Kharkiv,1001+ employees,Outsourcing,4.0,"Web Development,Corporate Systems",Higher,Upper-Intermediate,False,Software Engineer,30800,Java,20/06/2018 18:45:09,male,,4.0,Other,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
29,48000,Lviv,1001+ employees,Outstaffing,0.25,Corporate Systems,Higher,Intermediate,False,Senior Software Engineer,112000,Java,20/06/2018 19:32:08,male,,6.0,Lviv Polytechnic,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
31,12240,Ivano-Frankivsk,1001+ employees,Outsourcing,2.0,"Web Development,Banking and Finance",Higher,Intermediate,False,Software Engineer,28560,JavaScript,20/06/2018 19:40:56,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
29,24000,Kyiv,51-200 employees,Product,1.5,Web Development,Higher,Advanced,False,Software Engineer,56000,C#/.NET,20/06/2018 19:41:26,male,,4.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
28,21000,Lviv,1001+ employees,Outsourcing,2.0,Web Development,Higher,Intermediate,False,Software Engineer,49000,Python,20/06/2018 19:54:03,male,,5.0,Other,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0
28,8400,Odesa,51-200 employees,Product,0.5,Banking and Finance,Higher,Intermediate,False,Junior Software Engineer,19600,Java,20/06/2018 19:58:54,male,,1.5,ONU,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
31,48000,Odesa,51-200 employees,Product,7.0,Web Development,Higher,Intermediate,False,Senior Software Engineer,112000,PHP,20/06/2018 20:02:22,male,,8.0,NUOS,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
30,21600,Kyiv,1001+ employees,Other,0.0,"Banking and Finance,Corporate Systems",Unfinished higher,Pre-Intermediate,False,Software Engineer,50400,SQL,20/06/2018 20:10:29,male,,5.0,Other,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0
30,50400,Vinnytsia,11-50 employees,Product,0.5,Web Development,Secondary,Elementary,False,Software Engineer,117600,PHP,20/06/2018 20:14:31,male,,7.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
29,40800,Kyiv,51-200 employees,Product,0.0,"Web Development,Other",Unfinished higher,Pre-Intermediate,False,Senior Software Engineer,95200,PHP,20/06/2018 20:41:07,male,,10.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
34,28440,Kharkiv,1001+ employees,Outsourcing,6.0,Web Development,Higher,Upper-Intermediate,False,Software Engineer,66360,JavaScript,20/06/2018 21:03:57,male,,10.0,KhPI,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 Instagram 35.0.0.8.94 (iPhone8,4; iOS 11_4; en_UA; en-UA; scale=2.00; gamut=normal; 640x1136)"
29,33600,Lviv,11-50 employees,Outstaffing,7.0,Corporate Systems,Higher,Upper-Intermediate,False,Senior Software Engineer,78400,C#/.NET,20/06/2018 21:10:46,male,,7.0,Other,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 [FBAN/FBIOS;FBAV/176.0.0.70.93;FBBV/113661473;FBDV/iPhone8,4;FBMD/iPhone;FBSN/iOS;FBSV/11.4;FBSS/2;FBCR/Kyivstar;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]"
20,30000,Vinnytsia,1-10 employees,Startup,0.25,"Web Development,Multimedia",Vocational,Elementary,True,Junior Software Engineer,70000,PHP,20/06/2018 21:16:35,male,,1.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
28,38400,Chernivtsi,11-50 employees,Startup,4.0,"Web Development,eCommerce",Higher,Intermediate,False,Senior Software Engineer,89600,PHP,20/06/2018 21:30:57,male,,8.0,Other,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
20,12000,Kyiv,1-10 employees,Other,0.0,"Embedded,Other",Higher,Upper-Intermediate,True,Software Engineer,28000,C++,20/06/2018 21:41:17,male,,0.0,KPI,"Mozilla/5.0 (Linux; Android 8.0.0; SM-A720F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.87 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/176.0.0.42.87;]"
31,36000,Kyiv,201-1000 employees,Outsourcing,3.0,"Web Development,eCommerce",Higher,Upper-Intermediate,False,Senior Software Engineer,84000,PHP,20/06/2018 22:01:28,male,,6.0,DonNTU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
42,19200,Dnipro,11-50 employees,Product,8.0,Gamedev,Vocational,Intermediate,False,Software Engineer,44800,C++,20/06/2018 22:01:58,male,,8.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
31,19200,Kyiv,1001+ employees,Outsourcing,0.5,"Web Development,Telecom",Higher,Intermediate,False,Software Engineer,44800,Java,20/06/2018 22:11:25,female,,10.0,Other,"Mozilla/5.0 (Linux; Android 7.1.1; SM-J510H Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.87 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/177.0.0.49.105;]"
23,32400,Kyiv,51-200 employees,Product,0.0,Web Development,Unfinished higher,Intermediate,False,Software Engineer,75600,JavaScript,20/06/2018 22:31:18,male,,4.0,KNEU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
20,6360,Kyiv,51-200 employees,Outsourcing,0.5,"Web Development,Corporate Systems",Unfinished higher,Intermediate,True,Junior Software Engineer,14840,C#/.NET,20/06/2018 22:46:52,male,,0.5,KPI,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
31,8400,Odesa,1-10 employees,Outsourcing,1.0,"Web Development,Other",Higher,Upper-Intermediate,False,Junior Software Engineer,19600,Java,20/06/2018 22:57:12,male,,1.5,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
35,12600,Kyiv,1001+ employees,Outsourcing,2.0,Telecom,Higher,Upper-Intermediate,False,Junior Software Engineer,29400,Java,20/06/2018 23:07:53,male,,2.0,NAU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
37,31920,Kyiv,1001+ employees,Outsourcing,0.5,"Web Development,eCommerce",Higher,Upper-Intermediate,False,Senior Software Engineer,74480,Java,20/06/2018 23:10:47,male,,0.5,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
22,12000,Khmelnytskyi,11-50 employees,Outstaffing,1.0,Android,Higher,Intermediate,False,Software Engineer,28000,Kotlin,20/06/2018 23:16:37,male,,2.0,KhNU (Khmelnytskyi),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.99"
23,19200,Lviv,51-200 employees,Outsourcing,1.0,Web Development,Higher,Intermediate,False,Software Engineer,44800,Java,20/06/2018 23:22:12,male,,2.0,Lviv Polytechnic,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
28,4200,Other,1-10 employees,Startup,1.0,"Desktop Applications,Web Development",Higher,Pre-Intermediate,False,Junior Software Engineer,9800,C#/.NET,20/06/2018 23:24:12,male,,1.5,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
23,7200,Kyiv,201-1000 employees,Outsourcing,0.5,"Web Development,Other",Unfinished higher,Intermediate,False,Junior Software Engineer,16800,Python,20/06/2018 23:40:24,male,,0.5,SUT,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
24,34200,Kharkiv,201-1000 employees,Outsourcing,4.0,"Web Development,Corporate Systems",Higher,Upper-Intermediate,False,Senior Software Engineer,79800,C#/.NET,20/06/2018 23:46:19,male,,4.0,KhAI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
27,37200,Kyiv,11-50 employees,Startup,2.0,Web Development,Higher,Intermediate,False,Senior Software Engineer,86800,JavaScript,20/06/2018 23:47:34,male,,5.0,KPI,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0
34,26400,Lviv,201-1000 employees,Outstaffing,0.0,"Desktop Applications,Corporate Systems",Higher,Upper-Intermediate,False,Software Engineer,61600,C++,20/06/2018 23:56:51,male,,3.0,Lviv Polytechnic,"Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-17; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.126 Mobile Safari/537.36"
20,22800,Kherson,201-1000 employees,Outsourcing,2.0,"Web Development,eCommerce",Higher,Upper-Intermediate,True,Software Engineer,53200,Python,21/06/2018 00:50:12,male,,4.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36"
